"vid_id","ad_view"
"VID_7624",3
"VID_1277",5
"VID_9726",6
"VID_13732",8
"VID_983",3
"VID_18556",5
"VID_6037",5
"VID_19550",6
"VID_7145",12
"VID_8906",4
"VID_16583",8
"VID_5260",4
"VID_15014",6
"VID_14318",8
"VID_12522",3
"VID_5197",9
"VID_22396",3
"VID_3252",5
"VID_23438",4
"VID_16127",8
"VID_13860",4
"VID_13887",2
"VID_4865",8
"VID_15670",9
"VID_7894",4
"VID_18048",3
"VID_4307",7
"VID_9349",3
"VID_16991",11
"VID_17464",16
"VID_9923",5
"VID_11287",3
"VID_18502",5
"VID_23104",12
"VID_13868",5
"VID_14374",3
"VID_5205",4
"VID_18728",4
"VID_23329",4
"VID_16284",3
"VID_14059",5
"VID_17475",4
"VID_389",5
"VID_15706",11
"VID_11844",3
"VID_15446",3
"VID_6039",2
"VID_6987",1
"VID_3855",7
"VID_18012",4
"VID_21988",7
"VID_19605",12
"VID_18707",3
"VID_21831",3
"VID_19381",11
"VID_272",2
"VID_1906",7
"VID_7930",8
"VID_2631",10
"VID_14335",27
"VID_19046",2
"VID_9053",7
"VID_15414",4
"VID_10692",3
"VID_2308",4
"VID_11872",3
"VID_13889",6
"VID_23727",7
"VID_1251",8
"VID_6245",3
"VID_20914",2
"VID_6957",3
"VID_7865",4
"VID_13304",5
"VID_11512",3
"VID_12553",3
"VID_10134",8
"VID_1632",4
"VID_22907",10
"VID_10816",4
"VID_6698",6
"VID_19970",4
"VID_8792",4
"VID_2040",4
"VID_20399",4
"VID_13412",4
"VID_7928",3
"VID_16061",2
"VID_13418",3
"VID_19961",4
"VID_11194",5
"VID_4489",5
"VID_3876",6
"VID_12616",7
"VID_11483",3
"VID_9194",2
"VID_7765",2
"VID_18780",5
"VID_1267",15
"VID_13432",7
"VID_13302",3
"VID_19884",4
"VID_1695",2
"VID_7157",2
"VID_20876",8
"VID_9035",8
"VID_4313",10
"VID_12180",2
"VID_1759",8
"VID_21186",4
"VID_4989",7
"VID_17199",4
"VID_6433",9
"VID_8740",10
"VID_1647",4
"VID_16427",7
"VID_5806",5
"VID_12554",2
"VID_15576",3
"VID_20879",9
"VID_20580",6
"VID_8624",4
"VID_15575",10
"VID_18564",4
"VID_13483",4
"VID_1657",4
"VID_1356",5
"VID_12108",6
"VID_6649",14
"VID_18405",2
"VID_12738",8
"VID_13092",3
"VID_14201",1
"VID_13706",5
"VID_213",2
"VID_7224",2
"VID_6884",3
"VID_9722",3
"VID_13780",4
"VID_13828",5
"VID_2817",3
"VID_11366",10
"VID_4897",4
"VID_3523",6
"VID_19135",2
"VID_14543",10
"VID_2061",3
"VID_754",3
"VID_23602",3
"VID_11632",3
"VID_14440",6
"VID_22932",10
"VID_7555",5
"VID_11213",2
"VID_2675",10
"VID_8293",4
"VID_18726",5
"VID_17484",6
"VID_18733",7
"VID_1059",5
"VID_9143",3
"VID_14665",2
"VID_4036",6
"VID_3285",13
"VID_18901",2
"VID_20737",2
"VID_944",8
"VID_20956",4
"VID_11068",14
"VID_8123",5
"VID_8607",4
"VID_11993",4
"VID_11216",3
"VID_21786",8
"VID_12321",8
"VID_9374",5
"VID_1873",4
"VID_15341",5
"VID_1094",7
"VID_19489",9
"VID_13966",6
"VID_16782",3
"VID_11460",6
"VID_2282",2
"VID_18812",12
"VID_5238",11
"VID_12704",4
"VID_20650",5
"VID_16174",8
"VID_14138",2
"VID_12719",4
"VID_10122",3
"VID_14697",8
"VID_9677",11
"VID_22686",2
"VID_227",3
"VID_20507",9
"VID_21682",4
"VID_18441",3
"VID_997",3
"VID_12706",7
"VID_6173",4
"VID_21501",7
"VID_2809",2
"VID_569",7
"VID_3634",5
"VID_3499",4
"VID_6096",2
"VID_14238",3
"VID_19675",3
"VID_9330",5
"VID_22198",3
"VID_12804",4
"VID_16080",3
"VID_7748",2
"VID_19263",2
"VID_10277",6
"VID_20198",3
"VID_3822",9
"VID_8761",4
"VID_6759",7
"VID_3481",12
"VID_3094",6
"VID_16566",4
"VID_4441",3
"VID_3951",12
"VID_21843",3
"VID_23364",2
"VID_5251",2
"VID_1948",6
"VID_3991",13
"VID_7826",5
"VID_13676",2
"VID_18637",5
"VID_21061",3
"VID_6547",4
"VID_16425",5
"VID_17266",12
"VID_19690",2
"VID_14158",6
"VID_602",2
"VID_13360",10
"VID_17387",4
"VID_4906",4
"VID_22885",3
"VID_23683",3
"VID_19725",7
"VID_22041",10
"VID_5019",4
"VID_1377",3
"VID_1679",5
"VID_9286",4
"VID_19304",6
"VID_666",4
"VID_10349",8
"VID_1774",3
"VID_12371",4
"VID_4103",7
"VID_6527",4
"VID_11443",4
"VID_15490",6
"VID_18734",3
"VID_4333",7
"VID_22923",2
"VID_15571",3
"VID_7233",14
"VID_9733",4
"VID_4723",6
"VID_14095",5
"VID_10131",8
"VID_4768",13
"VID_7168",8
"VID_18644",7
"VID_17176",3
"VID_16331",6
"VID_9298",5
"VID_13873",4
"VID_13295",2
"VID_11572",3
"VID_10995",6
"VID_20031",4
"VID_14996",8
"VID_22893",3
"VID_21296",2
"VID_20277",2
"VID_14778",6
"VID_383",4
"VID_5827",5
"VID_7558",4
"VID_18015",4
"VID_18744",5
"VID_16266",7
"VID_17175",3
"VID_17805",2
"VID_3720",4
"VID_20491",2
"VID_2711",2
"VID_10991",5
"VID_23563",2
"VID_353",6
"VID_23165",3
"VID_7300",4
"VID_6710",3
"VID_5196",4
"VID_3730",10
"VID_20785",3
"VID_19781",6
"VID_10146",2
"VID_2518",7
"VID_840",3
"VID_4430",3
"VID_16996",5
"VID_22936",3
"VID_22504",15
"VID_3750",11
"VID_3658",9
"VID_22971",2
"VID_15236",16
"VID_22486",2
"VID_13954",4
"VID_8058",4
"VID_663",2
"VID_3814",6
"VID_9198",1
"VID_19863",5
"VID_13398",3
"VID_17862",3
"VID_7718",4
"VID_15516",3
"VID_2296",7
"VID_22055",5
"VID_22459",5
"VID_16854",2
"VID_8197",7
"VID_21952",6
"VID_10129",3
"VID_3566",4
"VID_6817",4
"VID_19260",7
"VID_20553",8
"VID_22496",4
"VID_12450",4
"VID_14239",4
"VID_16804",2
"VID_6521",5
"VID_5102",6
"VID_16722",14
"VID_18580",3
"VID_4212",11
"VID_1783",3
"VID_12206",4
"VID_21552",6
"VID_6166",8
"VID_22473",2
"VID_10843",2
"VID_7934",15
"VID_6887",3
"VID_3994",5
"VID_14111",16
"VID_12425",12
"VID_2705",6
"VID_22460",6
"VID_21443",5
"VID_13458",3
"VID_16706",11
"VID_11203",5
"VID_4415",2
"VID_14218",4
"VID_19113",7
"VID_19213",3
"VID_19265",9
"VID_2584",9
"VID_5236",10
"VID_1018",4
"VID_17894",2
"VID_9637",6
"VID_22287",4
"VID_13596",8
"VID_6944",10
"VID_2778",3
"VID_3200",4
"VID_11241",2
"VID_5901",3
"VID_14375",2
"VID_99",2
"VID_2899",12
"VID_10190",4
"VID_813",6
"VID_14452",6
"VID_369",2
"VID_23168",4
"VID_5106",3
"VID_19011",3
"VID_7298",5
"VID_5681",4
"VID_1855",4
"VID_21283",4
"VID_21379",13
"VID_10947",9
"VID_17615",2
"VID_2087",3
"VID_5531",6
"VID_22667",2
"VID_1296",9
"VID_3279",3
"VID_649",3
"VID_18268",3
"VID_19706",7
"VID_6399",2
"VID_19122",6
"VID_4301",4
"VID_10984",6
"VID_8325",4
"VID_16691",3
"VID_11882",9
"VID_11982",3
"VID_14176",8
"VID_3065",5
"VID_22455",3
"VID_14287",3
"VID_7854",8
"VID_22763",3
"VID_4563",2
"VID_15642",2
"VID_21317",3
"VID_18687",4
"VID_18552",4
"VID_5021",5
"VID_3375",2
"VID_3817",6
"VID_3366",9
"VID_8419",7
"VID_1735",5
"VID_1461",7
"VID_2356",5
"VID_16448",10
"VID_9230",7
"VID_10289",2
"VID_18175",4
"VID_22061",3
"VID_1168",6
"VID_22928",3
"VID_11744",4
"VID_11047",20
"VID_13591",10
"VID_14578",2
"VID_22622",6
"VID_7901",3
"VID_23021",12
"VID_9038",6
"VID_13750",9
"VID_6280",6
"VID_11461",4
"VID_8873",3
"VID_18990",4
"VID_17976",3
"VID_16955",4
"VID_1796",7
"VID_20921",2
"VID_1317",9
"VID_8069",2
"VID_22468",3
"VID_6926",2
"VID_4722",5
"VID_9129",9
"VID_14041",3
"VID_9932",4
"VID_9659",11
"VID_15144",3
"VID_1498",4
"VID_16129",7
"VID_664",8
"VID_17580",3
"VID_21417",6
"VID_13953",4
"VID_18930",4
"VID_18139",2
"VID_11415",3
"VID_19396",3
"VID_16697",2
"VID_16407",8
"VID_9074",2
"VID_4666",2
"VID_22617",6
"VID_1842",3
"VID_17391",5
"VID_2412",3
"VID_20615",3
"VID_14222",3
"VID_9588",4
"VID_16609",6
"VID_17466",6
"VID_1888",5
"VID_461",2
"VID_15015",7
"VID_8631",5
"VID_14646",7
"VID_10770",5
"VID_19109",5
"VID_19111",2
"VID_20186",2
"VID_1192",8
"VID_11722",2
"VID_17776",5
"VID_7549",8
"VID_15395",4
"VID_13017",4
"VID_16986",2
"VID_14419",2
"VID_13921",2
"VID_6609",4
"VID_12878",5
"VID_10931",5
"VID_17716",3
"VID_3255",6
"VID_1506",10
"VID_14618",2
"VID_9422",5
"VID_7811",11
"VID_6620",4
"VID_1477",5
"VID_3248",4
"VID_3529",7
"VID_18772",3
"VID_56",4
"VID_18839",4
"VID_5763",8
"VID_3368",10
"VID_18344",5
"VID_23011",7
"VID_5937",3
"VID_3841",7
"VID_21398",6
"VID_8079",2
"VID_15470",12
"VID_20276",5
"VID_5461",2
"VID_7124",6
"VID_5447",5
"VID_1702",2
"VID_14723",2
"VID_14225",2
"VID_16157",3
"VID_7608",4
"VID_3413",2
"VID_10219",13
"VID_19649",2
"VID_21244",2
"VID_20925",3
"VID_3686",4
"VID_12169",3
"VID_7490",2
"VID_19356",3
"VID_1329",6
"VID_1649",5
"VID_10314",3
"VID_13342",4
"VID_21573",5
"VID_21226",5
"VID_18968",2
"VID_18357",5
"VID_11765",2
"VID_439",2
"VID_23407",3
"VID_5598",3
"VID_23356",8
"VID_1278",11
"VID_9253",1
"VID_8203",15
"VID_11006",7
"VID_5553",2
"VID_1677",6
"VID_20853",17
"VID_23581",9
"VID_13212",6
"VID_13440",3
"VID_15448",2
"VID_4967",1
"VID_21754",10
"VID_680",3
"VID_12637",2
"VID_7914",2
"VID_12827",6
"VID_122",4
"VID_17314",11
"VID_8713",2
"VID_15935",13
"VID_14442",2
"VID_8070",4
"VID_20403",7
"VID_17711",1
"VID_11615",2
"VID_15404",5
"VID_3647",3
"VID_12405",10
"VID_772",4
"VID_11452",2
"VID_3410",10
"VID_7056",8
"VID_20509",2
"VID_11723",5
"VID_5482",2
"VID_15694",12
"VID_4324",5
"VID_1259",7
"VID_10024",6
"VID_22382",9
"VID_1073",10
"VID_5434",4
"VID_14737",4
"VID_8750",4
"VID_15308",5
"VID_16420",4
"VID_15045",2
"VID_20064",9
"VID_13568",6
"VID_2146",3
"VID_14878",2
"VID_5996",9
"VID_18738",6
"VID_16932",4
"VID_10894",4
"VID_14710",6
"VID_8885",4
"VID_23004",2
"VID_23219",4
"VID_22097",10
"VID_4297",9
"VID_16228",6
"VID_15954",7
"VID_3345",5
"VID_6427",5
"VID_2718",4
"VID_6546",4
"VID_13082",8
"VID_5244",13
"VID_3531",5
"VID_22286",6
"VID_22485",3
"VID_12333",5
"VID_10212",10
"VID_3367",11
"VID_16618",4
"VID_20425",5
"VID_15511",2
"VID_15733",2
"VID_4609",7
"VID_1226",7
"VID_13888",3
"VID_9222",6
"VID_21581",6
"VID_4465",2
"VID_5281",5
"VID_1306",7
"VID_7739",4
"VID_22195",4
"VID_18924",2
"VID_23513",3
"VID_17401",5
"VID_20646",4
"VID_11904",3
"VID_4731",6
"VID_5672",5
"VID_15911",5
"VID_20319",2
"VID_17444",6
"VID_18753",5
"VID_7764",4
"VID_15704",3
"VID_11545",5
"VID_19136",11
"VID_18105",2
"VID_14067",2
"VID_20812",4
"VID_21151",3
"VID_7982",4
"VID_20546",3
"VID_17720",4
"VID_16337",5
"VID_19872",4
"VID_21738",1
"VID_11905",11
"VID_4785",2
"VID_16967",10
"VID_20054",2
"VID_23759",4
"VID_5271",5
"VID_15558",8
"VID_20763",4
"VID_3691",4
"VID_10696",7
"VID_15281",4
"VID_11521",4
"VID_11012",11
"VID_21215",4
"VID_14106",5
"VID_17170",3
"VID_8829",2
"VID_15648",10
"VID_2503",3
"VID_9609",5
"VID_14786",5
"VID_1096",7
"VID_16946",3
"VID_538",2
"VID_21465",21
"VID_2234",3
"VID_19367",10
"VID_19713",8
"VID_17979",3
"VID_14645",7
"VID_13242",7
"VID_13615",13
"VID_13195",3
"VID_16686",11
"VID_574",4
"VID_19535",8
"VID_17822",5
"VID_9736",3
"VID_9317",5
"VID_1575",7
"VID_6226",4
"VID_21053",4
"VID_7408",3
"VID_20431",3
"VID_19505",1
"VID_23365",3
"VID_6007",6
"VID_5185",3
"VID_6617",6
"VID_9082",3
"VID_14054",6
"VID_23360",4
"VID_2442",5
"VID_3786",10
"VID_7466",3
"VID_7153",11
"VID_19049",7
"VID_23260",5
"VID_14651",6
"VID_20422",4
"VID_10825",2
"VID_7545",3
"VID_14348",9
"VID_9713",6
"VID_1014",4
"VID_9113",1
"VID_11382",10
"VID_11300",2
"VID_20932",15
"VID_14436",2
"VID_9301",2
"VID_12523",2
"VID_12643",4
"VID_12362",6
"VID_15441",3
"VID_9952",4
"VID_21767",2
"VID_12684",3
"VID_11309",4
"VID_7834",5
"VID_18002",4
"VID_9547",4
"VID_16315",3
"VID_8722",5
"VID_1399",4
"VID_237",2
"VID_18681",9
"VID_6685",6
"VID_22705",3
"VID_20836",5
"VID_10891",4
"VID_20804",4
"VID_13123",5
"VID_9458",3
"VID_8877",3
"VID_4443",1
"VID_5448",7
"VID_488",4
"VID_20620",2
"VID_20039",3
"VID_13054",14
"VID_22530",4
"VID_22322",3
"VID_20887",10
"VID_6942",8
"VID_21305",2
"VID_20072",3
"VID_18181",4
"VID_5565",3
"VID_4061",13
"VID_19993",4
"VID_7414",3
"VID_17815",5
"VID_16441",6
"VID_6144",2
"VID_21845",9
"VID_2468",9
"VID_1196",4
"VID_20487",4
"VID_21406",6
"VID_4458",7
"VID_12222",3
"VID_20587",3
"VID_21192",2
"VID_1338",10
"VID_13631",8
"VID_425",5
"VID_23125",7
"VID_5980",11
"VID_5826",4
"VID_730",6
"VID_20191",2
"VID_9366",6
"VID_3599",7
"VID_7073",2
"VID_13754",8
"VID_2499",8
"VID_14759",5
"VID_13348",5
"VID_5900",4
"VID_21942",3
"VID_23612",2
"VID_15321",10
"VID_16775",6
"VID_8386",9
"VID_12887",4
"VID_3074",6
"VID_17009",5
"VID_18209",3
"VID_16226",7
"VID_23615",3
"VID_3344",8
"VID_13034",8
"VID_23160",3
"VID_23460",2
"VID_2581",5
"VID_7813",8
"VID_1638",5
"VID_21708",3
"VID_5991",6
"VID_22675",7
"VID_20488",6
"VID_23492",2
"VID_22464",5
"VID_13553",5
"VID_23048",12
"VID_19463",2
"VID_2955",8
"VID_21189",5
"VID_20777",8
"VID_15256",4
"VID_17502",4
"VID_22886",5
"VID_17133",2
"VID_18620",9
"VID_10137",8
"VID_13680",3
"VID_10713",5
"VID_23376",4
"VID_428",2
"VID_14166",4
"VID_17547",2
"VID_2976",4
"VID_11430",3
"VID_13121",4
"VID_16459",7
"VID_846",2
"VID_9810",2
"VID_3097",3
"VID_16503",4
"VID_296",3
"VID_19267",6
"VID_13080",4
"VID_16247",7
"VID_1982",4
"VID_22880",10
"VID_14170",8
"VID_10366",3
"VID_3537",5
"VID_21066",6
"VID_4285",2
"VID_13925",2
"VID_19161",4
"VID_21216",2
"VID_2226",3
"VID_5101",3
"VID_22215",3
"VID_4278",5
"VID_19545",3
"VID_16699",2
"VID_7728",7
"VID_13946",6
"VID_22301",7
"VID_490",2
"VID_14579",3
"VID_22276",9
"VID_12740",5
"VID_2319",2
"VID_9097",2
"VID_15646",8
"VID_3981",10
"VID_12145",2
"VID_15834",2
"VID_16160",2
"VID_1083",6
"VID_10805",2
"VID_3699",3
"VID_21514",4
"VID_1673",4
"VID_15239",7
"VID_898",4
"VID_11335",7
"VID_4501",3
"VID_22358",7
"VID_7092",2
"VID_19699",4
"VID_16150",2
"VID_16870",2
"VID_15804",6
"VID_11147",5
"VID_6581",3
"VID_11927",7
"VID_12471",4
"VID_16703",16
"VID_12913",25
"VID_7482",5
"VID_3979",1
"VID_7010",3
"VID_5822",3
"VID_22298",8
"VID_6753",12
"VID_12787",4
"VID_11162",2
"VID_18497",4
"VID_76",2
"VID_18190",3
"VID_11843",3
"VID_4089",6
"VID_20298",3
"VID_9557",5
"VID_9380",4
"VID_18153",4
"VID_18060",3
"VID_20324",3
"VID_11513",2
"VID_17896",7
"VID_16060",5
"VID_15066",4
"VID_4762",3
"VID_23414",4
"VID_13269",5
"VID_4876",9
"VID_8111",3
"VID_2593",9
"VID_21549",3
"VID_6237",6
"VID_22122",3
"VID_6481",4
"VID_12717",7
"VID_20370",2
"VID_14515",5
"VID_11481",4
"VID_10769",2
"VID_18296",3
"VID_7639",14
"VID_18195",4
"VID_20891",2
"VID_19939",3
"VID_19388",7
"VID_20066",5
"VID_7083",5
"VID_12868",2
"VID_16004",11
"VID_7698",4
"VID_18053",9
"VID_9985",4
"VID_3109",4
"VID_7784",8
"VID_16888",5
"VID_15320",4
"VID_6762",3
"VID_13485",3
"VID_20969",5
"VID_1615",5
"VID_13077",2
"VID_2223",6
"VID_19576",2
"VID_211",7
"VID_14157",4
"VID_16361",3
"VID_3278",8
"VID_20965",2
"VID_14397",21
"VID_9552",7
"VID_14588",3
"VID_15007",2
"VID_11202",2
"VID_11824",2
"VID_2490",10
"VID_7575",9
"VID_11142",5
"VID_9984",3
"VID_3583",8
"VID_14594",4
"VID_12231",7
"VID_21257",7
"VID_3275",4
"VID_7081",2
"VID_13830",6
"VID_9356",2
"VID_13975",4
"VID_2100",4
"VID_3260",2
"VID_20059",2
"VID_5915",12
"VID_7280",2
"VID_8813",7
"VID_4095",8
"VID_15505",2
"VID_12419",12
"VID_2937",12
"VID_9231",11
"VID_21270",7
"VID_17847",2
"VID_11237",3
"VID_4634",3
"VID_4716",5
"VID_20265",2
"VID_18316",2
"VID_10138",5
"VID_4990",3
"VID_246",3
"VID_6841",9
"VID_17749",4
"VID_8136",4
"VID_3815",11
"VID_17244",8
"VID_8194",3
"VID_21265",2
"VID_19952",3
"VID_3483",9
"VID_11010",12
"VID_16542",13
"VID_12196",2
"VID_20150",5
"VID_652",5
"VID_18816",8
"VID_11495",5
"VID_20420",5
"VID_1035",3
"VID_4240",6
"VID_12148",2
"VID_2059",4
"VID_10136",6
"VID_19726",2
"VID_15530",3
"VID_10512",4
"VID_23099",7
"VID_18818",3
"VID_18846",4
"VID_4056",5
"VID_7349",4
"VID_6296",9
"VID_22618",4
"VID_5725",13
"VID_2582",10
"VID_23619",2
"VID_10774",3
"VID_1380",4
"VID_5879",5
"VID_14235",5
"VID_17019",5
"VID_13630",5
"VID_2081",3
"VID_18764",2
"VID_13779",5
"VID_18791",2
"VID_7140",2
"VID_23074",6
"VID_13977",2
"VID_522",3
"VID_20567",5
"VID_18521",5
"VID_12121",3
"VID_4090",10
"VID_8664",4
"VID_12236",7
"VID_16548",2
"VID_20239",5
"VID_20147",4
"VID_20823",3
"VID_19629",7
"VID_3159",3
"VID_4388",3
"VID_5729",4
"VID_16729",2
"VID_10898",3
"VID_15117",5
"VID_2008",6
"VID_1992",8
"VID_20369",3
"VID_16922",3
"VID_19905",4
"VID_21924",3
"VID_1248",3
"VID_21766",5
"VID_5247",12
"VID_18615",2
"VID_2267",2
"VID_17316",5
"VID_11279",2
"VID_5552",11
"VID_22352",2
"VID_15074",6
"VID_15181",2
"VID_21556",7
"VID_2767",4
"VID_8827",5
"VID_1268",6
"VID_20506",9
"VID_5204",18
"VID_15122",4
"VID_21234",6
"VID_21772",7
"VID_20282",4
"VID_21958",11
"VID_4481",5
"VID_10596",4
"VID_18797",7
"VID_4060",12
"VID_13312",5
"VID_4275",14
"VID_1473",5
"VID_12854",10
"VID_2628",12
"VID_8516",6
"VID_14619",3
"VID_19598",5
"VID_20689",4
"VID_20901",15
"VID_13305",8
"VID_23677",4
"VID_16068",4
"VID_17820",2
"VID_6711",4
"VID_12008",4
"VID_7139",6
"VID_22612",16
"VID_6600",2
"VID_2734",2
"VID_11114",5
"VID_15928",6
"VID_3784",15
"VID_23266",8
"VID_23458",5
"VID_17606",5
"VID_14718",3
"VID_1548",5
"VID_7231",3
"VID_801",6
"VID_13712",2
"VID_10166",9
"VID_5659",5
"VID_1184",7
"VID_15420",6
"VID_18814",1
"VID_10531",3
"VID_1552",7
"VID_16661",15
"VID_11815",6
"VID_16106",3
"VID_10096",10
"VID_13800",2
"VID_20971",9
"VID_3761",10
"VID_17833",2
"VID_23359",2
"VID_17046",8
"VID_13663",5
"VID_20421",6
"VID_21232",2
"VID_22033",2
"VID_23156",6
"VID_16525",5
"VID_12507",2
"VID_8100",2
"VID_11008",6
"VID_6241",11
"VID_3009",4
"VID_19559",6
"VID_16197",2
"VID_8132",4
"VID_13790",8
"VID_18140",2
"VID_816",2
"VID_16603",4
"VID_18097",3
"VID_8742",7
"VID_19665",6
"VID_17140",5
"VID_20124",4
"VID_16535",8
"VID_5137",4
"VID_14719",2
"VID_13884",2
"VID_3249",8
"VID_18283",6
"VID_16543",12
"VID_18133",2
"VID_23731",4
"VID_11867",6
"VID_23734",5
"VID_10502",4
"VID_23101",2
"VID_13526",11
"VID_22440",4
"VID_542",3
"VID_19625",5
"VID_11584",3
"VID_12516",6
"VID_667",4
"VID_18563",2
"VID_5462",2
"VID_12155",5
"VID_15969",6
"VID_16141",2
"VID_7431",2
"VID_6528",4
"VID_4795",9
"VID_6677",3
"VID_21733",5
"VID_22128",5
"VID_10638",6
"VID_19603",2
"VID_2171",3
"VID_16181",5
"VID_18102",4
"VID_22722",3
"VID_21248",2
"VID_15421",5
"VID_16412",5
"VID_11403",3
"VID_3492",4
"VID_23244",3
"VID_9580",4
"VID_19934",2
"VID_23452",6
"VID_19378",2
"VID_3257",6
"VID_14547",9
"VID_11926",6
"VID_22031",2
"VID_2878",3
"VID_11072",8
"VID_19910",6
"VID_14655",4
"VID_18920",3
"VID_749",5
"VID_7892",4
"VID_17249",3
"VID_14434",2
"VID_17361",4
"VID_20118",2
"VID_3246",4
"VID_17983",4
"VID_19052",4
"VID_817",3
"VID_4969",1
"VID_16136",2
"VID_10245",4
"VID_17106",9
"VID_11803",9
"VID_22896",5
"VID_1749",6
"VID_10732",6
"VID_20461",3
"VID_9295",3
"VID_13024",5
"VID_19735",4
"VID_2416",5
"VID_11799",8
"VID_1626",5
"VID_14902",4
"VID_326",2
"VID_14288",4
"VID_15337",5
"VID_2436",11
"VID_20962",4
"VID_21022",5
"VID_8357",6
"VID_912",5
"VID_19802",2
"VID_5858",11
"VID_868",6
"VID_2938",6
"VID_7205",6
"VID_13328",3
"VID_17349",3
"VID_3587",8
"VID_9761",1
"VID_22986",6
"VID_22640",4
"VID_123",3
"VID_11768",3
"VID_9948",3
"VID_23191",4
"VID_23115",5
"VID_23302",4
"VID_10448",7
"VID_3547",7
"VID_5173",5
"VID_11425",4
"VID_22512",3
"VID_13801",2
"VID_7216",2
"VID_1459",9
"VID_768",4
"VID_7874",7
"VID_17411",2
"VID_5338",3
"VID_13093",8
"VID_3562",3
"VID_20725",2
"VID_11275",8
"VID_13931",2
"VID_20614",3
"VID_9151",6
"VID_21787",4
"VID_8709",2
"VID_23579",2
"VID_17814",4
"VID_17607",4
"VID_4756",4
"VID_8258",4
"VID_21081",6
"VID_8426",6
"VID_1191",6
"VID_8169",3
"VID_17104",5
"VID_17947",5
"VID_8778",7
"VID_8824",5
"VID_20521",6
"VID_20565",3
"VID_2345",7
"VID_11351",5
"VID_19674",5
"VID_17380",5
"VID_20501",6
"VID_10078",11
"VID_17268",3
"VID_11963",2
"VID_7177",6
"VID_12440",9
"VID_14091",3
"VID_5145",6
"VID_10483",5
"VID_1378",4
"VID_3427",7
"VID_15335",3
"VID_18848",5
"VID_2755",3
"VID_1172",3
"VID_3340",12
"VID_12594",3
"VID_6607",3
"VID_13861",6
"VID_9705",2
"VID_5850",4
"VID_12238",21
"VID_21926",6
"VID_9487",7
"VID_20494",2
"VID_23549",7
"VID_19860",4
"VID_1150",7
"VID_5736",8
"VID_1308",11
"VID_23085",3
"VID_376",3
"VID_750",4
"VID_11771",3
"VID_6200",8
"VID_1917",9
"VID_5987",10
"VID_4277",4
"VID_4291",15
"VID_3217",10
"VID_14488",7
"VID_4524",3
"VID_10322",5
"VID_5870",4
"VID_5237",13
"VID_1058",9
"VID_7661",11
"VID_17233",2
"VID_2787",3
"VID_5413",4
"VID_18748",3
"VID_16983",13
"VID_9368",5
"VID_2876",7
"VID_14753",3
"VID_20024",6
"VID_22731",6
"VID_1020",6
"VID_21916",5
"VID_20316",4
"VID_10115",9
"VID_13527",6
"VID_10017",3
"VID_20624",4
"VID_549",3
"VID_7929",3
"VID_21591",6
"VID_15528",4
"VID_2737",5
"VID_15198",7
"VID_7845",6
"VID_5740",6
"VID_14139",5
"VID_5516",4
"VID_4987",6
"VID_9479",9
"VID_15816",3
"VID_11396",3
"VID_8741",15
"VID_4189",7
"VID_15667",6
"VID_22288",2
"VID_16111",1
"VID_8765",2
"VID_5061",7
"VID_6224",6
"VID_5902",10
"VID_15118",3
"VID_15594",5
"VID_13664",8
"VID_5969",5
"VID_21111",2
"VID_11029",8
"VID_14023",4
"VID_18096",4
"VID_13058",4
"VID_16464",6
"VID_14895",3
"VID_2533",2
"VID_20581",2
"VID_1811",5
"VID_18604",9
"VID_14864",3
"VID_13419",2
"VID_22638",3
"VID_14649",2
"VID_23103",9
"VID_13850",5
"VID_1810",4
"VID_18335",5
"VID_12164",4
"VID_16549",10
"VID_10235",8
"VID_19514",2
"VID_18077",3
"VID_4242",7
"VID_5855",4
"VID_10617",2
"VID_824",3
"VID_14341",3
"VID_514",2
"VID_2863",6
"VID_20662",10
"VID_16730",6
"VID_2272",5
"VID_17648",2
"VID_11316",3
"VID_12996",9
"VID_3430",5
"VID_12935",4
"VID_23589",4
"VID_9862",2
"VID_8470",4
"VID_8714",7
"VID_10157",14
"VID_5284",15
"VID_14780",12
"VID_2091",5
"VID_11367",3
"VID_6269",17
"VID_21394",8
"VID_8748",6
"VID_8533",2
"VID_1013",5
"VID_12908",4
"VID_13180",3
"VID_5182",10
"VID_104",3
"VID_14411",6
"VID_12957",7
"VID_18566",3
"VID_7049",7
"VID_22563",4
"VID_13261",3
"VID_10340",5
"VID_15891",3
"VID_8103",17
"VID_8461",2
"VID_7622",12
"VID_1136",9
"VID_722",3
"VID_9454",2
"VID_10912",4
"VID_9548",6
"VID_20850",7
"VID_4738",6
"VID_18978",4
"VID_8659",8
"VID_1897",6
"VID_2803",2
"VID_20017",3
"VID_12039",4
"VID_13420",3
"VID_810",3
"VID_15012",14
"VID_9473",2
"VID_21233",4
"VID_15573",4
"VID_14136",4
"VID_5263",8
"VID_19147",8
"VID_6746",11
"VID_21062",4
"VID_1391",3
"VID_10695",12
"VID_10709",10
"VID_6050",3
"VID_20221",2
"VID_14590",2
"VID_23440",4
"VID_10114",5
"VID_5636",5
"VID_3714",3
"VID_14057",11
"VID_16982",2
"VID_16158",5
"VID_23018",3
"VID_14304",4
"VID_11438",2
"VID_19361",4
"VID_16945",4
"VID_15325",4
"VID_3164",7
"VID_13148",8
"VID_11446",8
"VID_1200",7
"VID_9583",5
"VID_5362",6
"VID_16290",7
"VID_6663",12
"VID_10513",5
"VID_11604",7
